movil_id,lat,lng,precision_m,velocidad_kmh,disponible,reportado_en
AMB-010,4.654405,-74.047863,12,0,true,2026-08-23T06:32:51-05:00
AMB-011,4.703645,-74.122522,120,58,true,2026-08-22T19:27:43-05:00
AMB-011,4.630758,-74.145148,40,31,true,2026-08-22T19:00:30-05:00
AMB-011,4.628189,-74.204914,25,0,true,2026-08-22T20:35:47-05:00
AMB-011,4.688256,-74.122252,12,0,true,2026-08-22T21:08:41-05:00
AMB-011,4.642948,-74.132234,12,0,true,2026-08-22T22:53:51-05:00
AMB-011,4.639741,-74.205384,8,14,true,2026-08-22T23:34:55-05:00
AMB-011,4.702083,-74.116824,65,0,true,2026-08-22T23:17:18-05:00
AMB-011,4.642334,-74.14126,65,45,true,2026-08-23T00:18:21-05:00
AMB-011,4.634959,-74.212379,18,31,true,2026-08-23T01:00:32-05:00
AMB-011,4.691154,-74.110278,40,31,true,2026-08-23T02:18:34-05:00
AMB-011,4.637054,-74.141378,65,0,true,2026-08-23T03:20:36-05:00
AMB-011,4.639358,-74.221646,120,58,true,2026-08-23T03:12:05-05:00
AMB-011,4.698426,-74.111597,12,58,true,2026-08-23T04:44:22-05:00
AMB-011,4.640359,-74.133541,8,58,true,2026-08-23T05:44:25-05:00
AMB-011,4.644515,-74.202234,18,14,true,2026-08-23T06:20:08-05:00
AMB-012,4.501022,-74.114175,8,14,true,2026-08-22T19:12:09-05:00
AMB-012,4.732058,-74.073105,40,22,true,2026-08-22T19:31:54-05:00
AMB-012,4.698439,-74.095893,120,22,true,2026-08-22T20:08:37-05:00
AMB-012,4.487886,-74.106401,18,45,true,2026-08-22T21:28:36-05:00
AMB-012,4.746361,-74.085242,120,45,true,2026-08-22T22:52:28-05:00
AMB-012,4.701703,-74.104525,40,31,true,2026-08-22T23:41:07-05:00
AMB-012,4.506349,-74.10724,40,31,true,2026-08-22T23:06:35-05:00
AMB-012,4.729459,-74.094049,65,45,true,2026-08-23T00:14:50-05:00
AMB-012,4.693162,-74.112612,8,0,true,2026-08-23T01:42:38-05:00
AMB-012,4.502389,-74.110213,65,0,true,2026-08-23T02:47:50-05:00
AMB-012,4.736272,-74.075467,8,31,true,2026-08-23T03:59:13-05:00
AMB-012,4.705788,-74.111409,12,31,true,2026-08-23T03:52:03-05:00
AMB-012,4.502848,-74.122839,12,31,true,2026-08-23T04:42:41-05:00
AMB-012,4.727429,-74.094225,40,14,true,2026-08-23T05:41:26-05:00
AMB-012,4.701934,-74.091697,65,0,true,2026-08-23T06:02:09-05:00
AMB-013,4.63992,-74.202387,40,31,false,2026-08-22T19:43:54-05:00
AMB-013,4.573106,-74.129926,12,0,false,2026-08-22T19:13:15-05:00
AMB-013,4.606962,-74.094292,12,22,false,2026-08-22T20:02:09-05:00
AMB-013,4.63275,-74.201284,12,31,false,2026-08-22T21:56:55-05:00
AMB-013,4.566682,-74.138477,12,58,false,2026-08-22T22:55:27-05:00
AMB-013,4.619489,-74.097364,40,0,false,2026-08-22T23:01:57-05:00
AMB-013,4.643266,-74.195687,12,22,false,2026-08-22T23:30:11-05:00
AMB-013,4.566039,-74.141427,18,14,false,2026-08-23T00:03:56-05:00
AMB-013,4.618264,-74.080881,65,14,false,2026-08-23T01:59:20-05:00
AMB-013,4.631801,-74.198936,18,14,false,2026-08-23T02:39:57-05:00
AMB-013,4.578095,-74.136003,12,0,false,2026-08-23T03:06:18-05:00
AMB-013,4.60594,-74.0795,65,0,false,2026-08-23T03:49:13-05:00
AMB-013,4.631785,-74.200251,8,45,false,2026-08-23T04:25:18-05:00
AMB-013,4.571626,-74.127658,120,0,false,2026-08-23T05:31:39-05:00
AMB-013,4.603326,-74.078042,40,58,false,2026-08-23T06:24:20-05:00
AMB-014,4.643175,-74.206088,40,58,true,2026-08-22T19:37:14-05:00
AMB-014,4.635205,-74.198427,40,14,true,2026-08-22T19:10:59-05:00
AMB-014,4.699613,-74.117185,120,0,true,2026-08-22T20:13:10-05:00
AMB-014,4.647243,-74.202082,18,22,true,2026-08-22T21:23:57-05:00
AMB-014,4.622063,-74.188849,25,22,true,2026-08-22T22:55:24-05:00
AMB-014,4.690438,-74.11877,40,0,true,2026-08-22T23:38:41-05:00
AMB-014,4.629537,-74.19403,40,0,true,2026-08-22T23:41:06-05:00
AMB-014,4.641234,-74.20442,8,45,true,2026-08-23T00:19:31-05:00
AMB-014,4.698716,-74.122836,120,14,true,2026-08-23T01:35:34-05:00
AMB-014,4.646199,-74.20596,25,0,true,2026-08-23T02:51:32-05:00
AMB-014,4.624695,-74.206556,25,22,true,2026-08-23T03:32:38-05:00
AMB-014,4.702764,-74.120803,25,0,true,2026-08-23T03:00:55-05:00
AMB-014,4.631394,-74.193958,65,45,true,2026-08-23T04:33:47-05:00
AMB-014,4.64012,-74.206391,8,0,true,2026-08-23T05:04:43-05:00
AMB-014,4.705654,-74.110279,65,22,true,2026-08-23T06:19:14-05:00
AMB-015,4.622009,-74.151312,25,0,true,2026-08-22T19:17:03-05:00
AMB-015,4.632503,-74.137624,120,0,true,2026-08-22T19:04:23-05:00
AMB-015,4.645105,-74.19515,25,45,true,2026-08-22T20:57:20-05:00
AMB-015,4.63029,-74.146217,18,14,true,2026-08-22T21:20:23-05:00
AMB-015,4.62972,-74.15322,65,45,true,2026-08-22T22:01:47-05:00
AMB-015,4.635486,-74.190395,12,0,true,2026-08-22T23:09:42-05:00
AMB-015,4.611399,-74.159732,40,22,true,2026-08-22T23:26:48-05:00
AMB-015,4.632702,-74.138976,120,22,true,2026-08-23T00:57:37-05:00
AMB-015,4.641256,-74.196275,40,45,true,2026-08-23T01:40:17-05:00
AMB-015,4.61335,-74.148964,65,45,true,2026-08-23T02:56:40-05:00
AMB-015,4.625232,-74.146202,25,31,true,2026-08-23T03:16:47-05:00
AMB-015,4.633597,-74.198077,25,31,true,2026-08-23T03:01:22-05:00
AMB-015,4.616385,-74.151712,120,0,true,2026-08-23T04:25:12-05:00
AMB-015,4.620092,-74.143578,40,0,true,2026-08-23T05:49:30-05:00
AMB-015,4.648752,-74.198806,18,0,true,2026-08-23T06:11:38-05:00
AMB-016,4.625539,-74.14979,12,14,true,2026-08-22T19:12:57-05:00
AMB-016,4.64251,-74.19317,40,0,true,2026-08-22T19:28:59-05:00
AMB-016,4.603002,-74.089462,40,22,true,2026-08-22T20:25:52-05:00
AMB-016,4.632646,-74.137639,8,14,true,2026-08-22T21:50:09-05:00
AMB-016,4.644019,-74.211531,65,0,true,2026-08-22T22:24:02-05:00
AMB-016,4.603532,-74.085451,18,45,true,2026-08-22T23:33:39-05:00
AMB-016,4.633276,-74.135484,25,0,true,2026-08-22T23:31:11-05:00
AMB-016,4.639452,-74.211377,65,22,true,2026-08-23T00:37:49-05:00
AMB-016,4.602054,-74.077395,120,14,true,2026-08-23T01:24:26-05:00
AMB-016,4.621486,-74.152144,12,45,true,2026-08-23T02:31:43-05:00
AMB-016,4.633691,-74.212378,120,31,true,2026-08-23T03:10:26-05:00
AMB-016,4.608032,-74.067422,18,58,true,2026-08-23T03:24:12-05:00
AMB-016,4.624517,-74.153385,18,14,true,2026-08-23T04:04:11-05:00
AMB-016,4.646712,-74.195943,25,45,true,2026-08-23T05:21:25-05:00
AMB-016,4.617968,-74.067955,25,58,true,2026-08-23T06:14:48-05:00
AMB-017,4.629794,-74.085973,25,0,false,2026-08-22T19:38:23-05:00
AMB-017,4.556644,-74.097436,25,0,false,2026-08-22T19:04:18-05:00
AMB-017,4.649061,-74.092173,25,14,false,2026-08-22T20:30:58-05:00
AMB-017,4.64349,-74.08053,12,31,false,2026-08-22T21:53:23-05:00
AMB-017,4.555713,-74.108242,40,0,false,2026-08-22T22:58:36-05:00
AMB-017,4.649417,-74.086322,40,14,false,2026-08-22T23:15:47-05:00
AMB-017,4.645242,-74.071887,65,58,false,2026-08-22T23:12:00-05:00
AMB-017,4.557318,-74.118262,40,0,false,2026-08-23T00:09:05-05:00
AMB-017,4.631941,-74.071055,8,45,false,2026-08-23T01:28:13-05:00
AMB-017,4.64322,-74.083579,25,22,false,2026-08-23T02:09:25-05:00
AMB-017,4.572885,-74.104016,8,58,false,2026-08-23T03:29:41-05:00
AMB-017,4.639571,-74.08106,12,0,false,2026-08-23T03:03:35-05:00
AMB-017,4.646658,-74.08903,40,0,false,2026-08-23T04:46:34-05:00
AMB-017,4.561802,-74.108638,40,0,false,2026-08-23T05:08:26-05:00
AMB-017,4.639614,-74.07226,65,0,false,2026-08-23T06:34:47-05:00
AMB-018,4.626001,-74.1999,120,31,true,2026-08-22T19:38:55-05:00
AMB-018,4.557579,-74.140225,120,45,true,2026-08-22T19:20:41-05:00
AMB-018,4.615985,-74.079001,18,0,true,2026-08-22T20:10:50-05:00
AMB-018,4.634328,-74.201151,18,58,true,2026-08-22T21:43:00-05:00
AMB-018,4.56363,-74.147563,40,14,true,2026-08-22T22:37:34-05:00
AMB-018,4.609801,-74.071205,25,14,true,2026-08-22T23:32:40-05:00
AMB-018,4.635029,-74.211563,65,58,true,2026-08-22T23:55:43-05:00
AMB-018,4.545354,-74.140056,18,45,true,2026-08-23T00:10:24-05:00
AMB-018,4.611618,-74.063174,25,0,true,2026-08-23T01:32:58-05:00
AMB-018,4.624979,-74.208403,25,22,true,2026-08-23T02:24:30-05:00
AMB-018,4.554994,-74.145108,25,0,true,2026-08-23T03:30:10-05:00
AMB-018,4.611184,-74.070175,120,14,true,2026-08-23T03:17:09-05:00
AMB-018,4.623707,-74.20015,25,14,true,2026-08-23T04:46:52-05:00
AMB-018,4.5634,-74.157562,65,0,true,2026-08-23T05:19:08-05:00
AMB-018,4.5968,-74.065763,40,14,true,2026-08-23T06:04:16-05:00
AMB-019,4.616044,-74.082425,8,14,true,2026-08-22T19:03:14-05:00
AMB-019,4.625091,-74.124748,40,45,true,2026-08-22T19:13:00-05:00
AMB-019,4.673492,-74.1549,120,0,true,2026-08-22T20:22:03-05:00
AMB-019,4.620978,-74.066789,12,22,true,2026-08-22T21:45:17-05:00
AMB-019,4.643862,-74.114882,12,22,true,2026-08-22T22:27:16-05:00
AMB-019,4.67683,-74.151573,8,58,true,2026-08-22T23:26:41-05:00
AMB-019,4.620606,-74.088975,120,0,true,2026-08-22T23:28:23-05:00
AMB-019,4.640694,-74.124873,18,0,true,2026-08-23T00:33:25-05:00
AMB-019,4.680246,-74.135735,8,0,true,2026-08-23T01:52:50-05:00
AMB-019,4.620179,-74.087075,40,22,true,2026-08-23T02:15:51-05:00
AMB-019,4.64098,-74.124959,8,58,true,2026-08-23T03:25:57-05:00
AMB-019,4.669936,-74.137134,40,58,true,2026-08-23T03:19:07-05:00
AMB-019,4.603933,-74.083744,120,45,true,2026-08-23T04:37:06-05:00
AMB-019,4.625266,-74.115542,120,14,true,2026-08-23T05:52:33-05:00
AMB-019,4.660227,-74.141181,120,14,true,2026-08-23T06:07:58-05:00
AMB-020,4.699915,-74.114672,25,31,true,2026-08-22T19:55:37-05:00
AMB-020,4.709916,-74.034461,65,58,true,2026-08-22T19:35:31-05:00
AMB-020,4.61209,-74.152536,40,45,true,2026-08-22T20:40:41-05:00
AMB-020,4.689508,-74.115927,25,0,true,2026-08-22T21:31:58-05:00
AMB-020,4.726606,-74.04395,65,14,true,2026-08-22T22:58:37-05:00
AMB-020,4.632684,-74.136722,18,45,true,2026-08-22T23:54:55-05:00
AMB-020,4.70593,-74.104765,25,45,true,2026-08-22T23:32:49-05:00
AMB-020,4.722116,-74.033499,12,22,true,2026-08-23T00:03:37-05:00
AMB-020,4.623077,-74.149819,40,0,true,2026-08-23T01:18:04-05:00
AMB-020,4.694478,-74.102337,12,22,true,2026-08-23T02:04:43-05:00
AMB-020,4.723236,-74.054001,120,31,true,2026-08-23T03:28:28-05:00
AMB-020,4.619575,-74.141939,18,14,true,2026-08-23T03:39:54-05:00
AMB-020,4.6881,-74.118129,12,22,true,2026-08-23T04:50:53-05:00
AMB-020,4.720956,-74.036141,12,58,true,2026-08-23T05:31:47-05:00
AMB-020,4.622455,-74.136596,120,22,true,2026-08-23T06:55:35-05:00
AMB-021,4.688575,-74.150044,12,58,false,2026-08-22T19:59:06-05:00
AMB-021,4.61751,-74.146518,18,45,false,2026-08-22T19:55:38-05:00
AMB-021,4.67264,-74.077706,40,14,false,2026-08-22T20:14:48-05:00
AMB-021,4.676283,-74.161544,12,45,false,2026-08-22T21:32:22-05:00
AMB-021,4.61893,-74.133229,25,0,false,2026-08-22T22:07:31-05:00
AMB-021,4.677055,-74.066608,18,0,false,2026-08-22T23:42:18-05:00
AMB-021,4.683613,-74.149573,40,58,false,2026-08-22T23:53:12-05:00
AMB-021,4.626483,-74.150477,12,0,false,2026-08-23T00:44:43-05:00
AMB-021,4.66512,-74.08528,65,31,false,2026-08-23T01:18:20-05:00
AMB-021,4.6745,-74.142779,25,31,false,2026-08-23T02:21:30-05:00
AMB-021,4.630019,-74.130592,12,0,false,2026-08-23T03:48:46-05:00
AMB-021,4.661584,-74.081978,25,58,false,2026-08-23T03:51:49-05:00
AMB-021,4.685879,-74.149451,12,31,false,2026-08-23T04:54:55-05:00
AMB-021,4.62718,-74.132939,8,0,false,2026-08-23T05:14:37-05:00
AMB-021,4.668745,-74.078389,120,0,false,2026-08-23T06:37:58-05:00
AMB-022,4.638127,-74.207268,40,0,true,2026-08-22T19:18:54-05:00
AMB-022,4.69194,-74.101809,40,58,true,2026-08-22T19:52:17-05:00
AMB-022,4.591581,-74.086194,120,58,true,2026-08-22T20:30:51-05:00
AMB-022,4.632226,-74.19894,18,45,true,2026-08-22T21:06:03-05:00
AMB-022,4.687816,-74.118703,8,31,true,2026-08-22T22:34:31-05:00
AMB-022,4.571814,-74.090814,8,45,true,2026-08-22T23:35:02-05:00
AMB-022,4.653174,-74.205545,25,0,true,2026-08-22T23:18:52-05:00
AMB-022,4.706405,-74.101932,12,45,true,2026-08-23T00:30:45-05:00
AMB-022,4.593584,-74.096619,40,22,true,2026-08-23T01:16:05-05:00
AMB-022,4.642659,-74.211687,65,31,true,2026-08-23T02:58:14-05:00
AMB-022,4.68828,-74.110957,18,31,true,2026-08-23T03:58:43-05:00
AMB-022,4.57012,-74.080667,12,0,true,2026-08-23T03:01:03-05:00
AMB-022,4.63541,-74.220892,40,0,true,2026-08-23T04:27:47-05:00
AMB-022,4.687797,-74.116836,12,14,true,2026-08-23T05:14:01-05:00
AMB-022,4.571924,-74.095667,65,58,true,2026-08-23T06:52:47-05:00
AMB-023,4.737795,-74.093285,65,14,true,2026-08-22T19:45:12-05:00
AMB-023,4.688187,-74.111192,12,22,true,2026-08-22T19:46:33-05:00
AMB-023,4.747181,-74.09483,65,22,true,2026-08-22T20:17:42-05:00
AMB-023,4.741232,-74.079176,40,14,true,2026-08-22T21:20:16-05:00
AMB-023,4.690926,-74.105243,65,14,true,2026-08-22T22:00:12-05:00
AMB-023,4.738387,-74.091256,65,22,true,2026-08-22T23:00:27-05:00
AMB-023,4.741316,-74.093912,40,31,true,2026-08-22T23:17:26-05:00
AMB-023,4.699255,-74.110484,18,22,true,2026-08-23T00:22:19-05:00
AMB-023,4.734694,-74.09052,120,22,true,2026-08-23T01:26:44-05:00
AMB-023,4.742739,-74.073901,8,0,true,2026-08-23T02:05:25-05:00
AMB-023,4.706434,-74.102149,40,31,true,2026-08-23T03:10:52-05:00
AMB-023,4.748581,-74.091396,8,45,true,2026-08-23T03:21:18-05:00
AMB-023,4.741806,-74.09414,25,22,true,2026-08-23T04:41:34-05:00
AMB-023,4.709152,-74.101482,18,0,true,2026-08-23T05:31:57-05:00
AMB-023,4.739031,-74.098568,65,45,true,2026-08-23T06:24:48-05:00
AMB-024,4.615836,-74.074605,8,31,true,2026-08-22T19:50:05-05:00
AMB-024,4.575272,-74.087535,12,45,true,2026-08-22T19:05:07-05:00
AMB-024,4.741921,-74.100597,8,0,true,2026-08-22T20:45:47-05:00
